BCUT2D_CHGLO,MolLogP,TPSA,ATSC6c,morgan228,morgan1119,AETA_beta_s,VSA_EState2,MinPartialCharge,ATSC4c,ATSC8c,PAMPA,ID
-2.707636121242388,2.883000000000009,168.54,1.6986298505065562,0,1,0.6359649122807017,105.07170870648014,-0.3427559810074446,-1.8875583882327869,0.2216346517498909,-5.78,0
-2.71675367339285,2.5477000000000034,186.04,1.2710184007216347,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.7607116740250061,-6.2,1
-2.716753673392865,2.5477000000000025,186.04,1.2710184007216356,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.760711674025006,-7.0,2
-2.7167536733928586,2.5477000000000025,186.04,1.2710184007216352,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.7607116740250063,-7.1,3
-2.716753673392865,2.5477000000000025,186.04,1.2710184007216356,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.760711674025006,-7.2,4
-2.7167536733928586,2.5477000000000025,186.04,1.2710184007216352,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.7607116740250063,-7.3,5
-2.716753673392865,2.5477000000000025,186.04,1.2710184007216356,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.760711674025006,-7.3,6
-2.716753673392865,2.5477000000000025,186.04,1.2710184007216356,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.760711674025006,-7.3,7
-2.716753673392865,2.5477000000000025,186.04,1.2710184007216356,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.760711674025006,-8.1,8
-2.716753673392865,2.5477000000000025,186.04,1.2710184007216356,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.760711674025006,-8.1,9
-2.71633270940476,2.850700000000007,175.04,1.2958141416252822,0,0,0.6201923076923077,94.96927890276882,-0.4967682187522653,-1.997929090200407,0.7526577574329135,-6.47,10
-2.711119351547495,2.310800000000005,166.25,1.3219297575578548,0,0,0.6372549019607843,92.56862691442872,-0.4967682187522653,-1.8366149124388067,0.5281184127672875,-7.05,11
-2.705003362328021,2.3108000000000057,166.25,1.36613395599858,0,0,0.6372549019607843,92.34056322611391,-0.4967682187522653,-1.8338029780726963,0.5254670051727663,-7.27,12
-2.71633270940476,2.850700000000007,175.04,1.2958141416252822,0,0,0.6201923076923077,94.96927890276882,-0.4967682187522653,-1.997929090200407,0.7526577574329135,-7.16,13
-2.71633270940476,2.850700000000007,175.04,1.2958141416252822,0,0,0.6201923076923077,94.96927890276882,-0.4967682187522653,-1.997929090200407,0.7526577574329135,-6.52,14
-2.71633270940476,2.850700000000007,175.04,1.2958141416252822,0,0,0.6201923076923077,94.96927890276882,-0.4967682187522653,-1.997929090200407,0.7526577574329135,-6.68,15
-2.6920623184599606,2.301800000000007,186.56,1.6517823100990174,0,0,0.646551724137931,107.7219904419864,-0.4967682187522653,-2.01968946522902,0.4856728538576583,-7.29,16
-2.71633270940476,2.850700000000007,175.04,1.2958141416252822,0,0,0.6201923076923077,94.96927890276882,-0.4967682187522653,-1.997929090200407,0.7526577574329135,-6.75,17
-2.705209055533323,2.8417000000000083,195.35,1.5823724287026315,0,0,0.6313559322033898,110.35818033623622,-0.4967682187522653,-2.183837698090437,0.668323411416927,-6.95,18
-2.7106307190831336,2.8417000000000074,195.35,1.5819184706646912,0,0,0.6313559322033898,110.43180998088933,-0.4967682187522653,-2.183826634676272,0.6906275176195266,-7.12,19
-2.717415600802556,3.3816000000000086,204.14,1.512072360233602,0,0,0.6166666666666667,113.25439213377344,-0.4967682187522653,-2.34796368059796,0.8954579300181645,-6.41,20
-2.757177548590472,1.618399999999985,372.1599999999999,2.645383503486632,1,0,0.6276041666666666,211.8266200235408,-0.3907168967006093,-3.9319091972891655,0.5991058687933211,-4.96,21
-2.757287373729233,0.545899999999989,363.37,2.6614561156962733,1,1,0.6344086021505376,206.11464541853908,-0.3907168980151176,-3.796777978435011,0.3162571456992524,-4.89,22
-2.756510014188109,1.8169999999999968,345.79,2.8034927145081645,1,1,0.6363636363636364,203.6533830380416,-0.3907168966924342,-3.4685701396373494,0.4305246914893605,-5.0,23
-2.756651707083396,1.7691000000000003,337.0,2.731150400107774,1,2,0.6388888888888888,201.66177510894144,-0.3907167559485383,-3.331994833086097,-0.1300993407691064,-4.89,24
-2.7571900779221075,2.5117000000000047,305.17,2.2011635861665435,1,2,0.6306818181818182,176.5532159994434,-0.3907168967006093,-3.035940683909219,0.1615156189255643,-4.42,25
-2.757648597647545,2.358600000000001,325.48,2.422188449931974,1,2,0.6329787234042553,190.675099191052,-0.3907167546430163,-3.268262090436627,0.2534282516541882,-4.51,26
-2.756512456628907,1.816999999999996,345.79,2.7430339852154413,1,2,0.6363636363636364,203.556970716442,-0.3907168980100736,-3.478880020505178,0.3269736290825557,-4.82,27
-2.758365735683177,2.405199999999988,337.0,2.71798456122178,1,2,0.6361386138613861,203.4037603606225,-0.3907167559595839,-3.261692695451141,-0.0377041741015171,-4.52,28
-2.7570021707277164,2.111299999999994,328.21,2.806194881847608,1,2,0.64,199.5867988053913,-0.3907167546410718,-3.257769948146653,-0.2828733203319107,-4.7,29
-2.756599395659207,1.243799999999995,363.81,2.6797042308376087,1,1,0.6375,206.141050239128,-0.3907168966581762,-3.5996889726687376,-0.0539770445249553,-4.89,30
-2.757406921245104,0.5552999999999977,316.68999999999994,2.561544357453326,1,2,0.6366279069767442,182.9291026235487,-0.3907167559664382,-3.1462157810998974,-0.0143097182059309,-5.14,31
-2.7567361745962184,1.9237999999999973,316.68999999999994,2.231427011710628,1,2,0.6370967741935484,186.577120135684,-0.3907167529599697,-3.168822082678936,0.1917781801395896,-4.47,32
-2.756559018737464,2.906000000000005,322.74999999999994,2.140416770708427,1,1,0.6208791208791209,182.33487151838133,-0.3907168966927454,-3.383103203418393,0.6096356796602578,-6.35,33
-2.757023944894706,2.177300000000003,305.1699999999999,2.040144983325189,1,2,0.6292134831460674,173.7770659636165,-0.3907168980129193,-2.686717075856424,0.3964040595240697,-4.6,34
-2.7579288181470347,2.2627999999999977,307.9,2.512304837026041,1,2,0.6382978723404256,186.1338321633103,-0.3907167546476355,-2.983635394162289,-0.1291076224302583,-4.59,35
-2.757504507572916,0.5089999999999955,307.9,2.357172338676335,1,2,0.6395348837209303,179.85453513419245,-0.3907167559619728,-3.0456003517853247,-0.2458876908626055,-5.02,36
-2.758097752174109,1.769099999999996,337.0,2.823544802943408,1,2,0.6388888888888888,201.6043577342696,-0.3907167546441737,-3.313325326177196,0.1924387237346285,-4.62,37
-2.757709031058087,2.159199999999985,337.0,2.7490476546296345,1,2,0.6375,202.3547351690526,-0.3907167529649376,-3.4452809769394688,0.0450580316339101,-4.48,38
-2.757733018312539,2.159199999999988,337.0,2.7101342721500528,1,2,0.6375,202.41453365629087,-0.3907167546360937,-3.4403877871574293,-0.0220192784001618,-4.74,39
-2.758804936429651,2.502999999999997,328.21,2.4185609978276323,1,2,0.6386138613861386,198.18183340234933,-0.3907167559564772,-3.146697066067162,-0.0970395155878981,-4.8,40
-2.757514584515585,1.9700999999999944,325.48,2.4838669557730992,1,2,0.6344086021505376,189.5528851739983,-0.3907168966896306,-3.243538522583928,0.2584249384825283,-4.42,41
-2.757872375913798,2.6061999999999976,325.48,2.339354988244083,1,2,0.631578947368421,191.5389663918602,-0.3907167542755094,-3.206378434013644,0.2758461103641603,-4.74,42
-2.7568666515805145,2.312299999999997,316.69,2.4418071088997,1,2,0.6356382978723404,187.8833946351112,-0.3907167529599697,-3.1963180382733487,0.0981311767056097,-4.15,43
-2.7565509440521545,2.4106999999999976,351.8499999999999,2.402916792297296,1,1,0.6223958333333334,198.24835967737937,-0.3907168967049031,-3.781468527513888,0.8390374424773706,-5.82,44
-2.7573975987583776,1.825599999999992,351.8499999999999,2.3330012117645675,1,1,0.6222826086956522,196.0742213474911,-0.3907168966927609,-3.725866942215064,0.8080546525983051,-5.21,45
-2.7579823382000725,3.584100000000003,343.05999999999995,1.9805669288934244,1,1,0.6185567010309279,197.14999307812263,-0.3907169060382465,-3.1386195885218653,0.205404408176033,-5.11,46
-2.7582094522184653,1.288799999999994,334.2699999999999,2.3247064277201948,1,1,0.6278409090909091,187.9077911198248,-0.3907168967101979,-3.004243559670864,0.5316531537342232,-5.11,47
-2.758066802994922,3.242300000000001,325.4799999999999,2.398706252768555,1,2,0.625,190.94337565371623,-0.3907168966996083,-2.8884348434598923,0.2602839471915212,-4.36,48
-2.7582761255531163,1.2392999999999923,325.48,2.5738755455315063,1,1,0.6306818181818182,186.86711104839708,-0.3907168967120607,-3.330333697742806,0.5453257212593287,-4.8,49
-2.7565419920510874,1.4912999999999998,322.74999999999994,2.1910120316886634,1,0,0.6264367816091954,178.64314756783986,-0.3907168966927454,-3.394269512753377,0.6158288894390991,-5.0,50
-2.7574987806379103,3.5904000000000105,305.17,2.1552754358847053,1,2,0.6236559139784946,178.96224530861429,-0.390716896700603,-3.164089009738903,0.4444998206454788,-4.85,51
-2.757496874993008,3.592000000000008,305.1699999999999,2.105974870197169,1,2,0.6236559139784946,177.70740253747778,-0.3907168966987158,-2.6696537985960824,0.2815501190998294,-4.7,52
-2.7583895260369053,4.079800000000009,287.59,2.0750662546198173,1,4,0.625,172.62498143150225,-0.3907168966946243,-2.323429830917064,0.0933217445296408,-4.46,53
-2.7570638747651706,3.5904000000000105,305.17,2.17548938509849,1,2,0.6236559139784946,179.13332169935805,-0.390716896703716,-3.166547681541684,0.5775209018318045,-5.31,54
-2.7565624039672363,2.4106999999999976,351.8499999999999,2.4099624904252703,1,1,0.6223958333333334,198.2890837905388,-0.3907168967027099,-3.784604493373668,0.8216661765228502,-5.54,55
-2.757950883893745,3.192400000000001,343.05999999999995,2.3725532712520936,1,1,0.6197916666666666,198.02796603358323,-0.3907168966977372,-3.654442432396369,0.8483888058245543,-6.64,56
-2.756862615067853,1.8351000000000053,313.96,1.8184978548758035,1,1,0.6278409090909091,175.4765948340298,-0.3907169060382465,-2.83625951560008,-0.0788485725521446,-4.82,57
-2.75753663825784,3.249800000000006,313.9599999999999,2.055204086184758,1,1,0.6222826086956522,179.50644827037164,-0.3907168966977373,-2.828511347292372,0.457641116047226,-4.34,58
-2.7566259672719644,1.4912999999999963,322.74999999999994,2.170008080460242,1,0,0.6264367816091954,178.46917084186748,-0.3907168966922282,-3.3883178708087023,1.1768223541389455,-4.49,59
-2.756974034367396,1.8335,313.96,2.096036613519404,1,1,0.6278409090909091,176.72182822552037,-0.3907168980129276,-3.342347814382558,0.5940611265516438,-4.35,60
-2.7582729224232803,1.876999999999993,325.48,2.4236438356255383,1,1,0.6277777777777778,187.39101918914548,-0.3907168980129668,-2.7976194680647297,0.2319059680132538,-4.62,61
